,Country,Region,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Country Code,2016_lifeexp,NHLY,2016_co2,2016_ch4,2016_n2o,2016_pop,2016_extcostratio,2016_llpp_who,PCEC,ERHNI,Year
,Bosnia and Herzegovina,,5.129,0.915,1.078,0.758,0.28,0,0.216,,BIH,77.262,0.9966798,22540,3380,1090,3323929,0.872597978,2.02,15.453,-12.48757676,2018
,Mongolia,,5.125,0.914,1.517,0.575,0.395,0.032,0.253,,MNG,69.689,0.8711125,21320,17860,13190,3170214,9.51188622,2.3800001,18.20700077,-172.3118072,2018
,Vietnam,,5.103,0.715,1.365,0.702,0.618,0.079,0.177,,VNM,75.317,0.7757651,257860,87750,24080,95545959,0.673064884,1.84,14.076,-8.698296206,2018
,Indonesia,,5.093,0.899,1.215,0.522,0.538,0.018,0.484,,IDN,71.509,0.6650337,583110,287500,95690,267670549,0.911352395,1.3099999,10.02149924,-8.468083634,2018
,Bhutan,,5.082,0.796,1.335,0.527,0.541,0.171,0.364,,BTN,71.46,0.585972,1380,860,190,754396,0.698151791,2.3099999,17.67149924,-11.75141685,2018
,Somalia,,4.982,0,0.712,0.115,0.674,0.282,0.238,,SOM,57.068,-0.1027224,690,19430,6570,15008225,1.095443025,0.34999999,2.677499924,-3.035771015,2018
,Cameroon,,4.975,0.535,0.891,0.182,0.454,0.043,0.183,,CMR,58.921,-0.1473025,8620,14960,62710,25216261,5.269085055,2.49,19.0485,-100.5154692,2018
,Bulgaria,,4.933,1.054,1.515,0.712,0.359,0.009,0.064,,BGR,74.96341463,-0.502254878,41130,6910,4050,7025037,1.379761423,1.3,9.945,-14.22398223,2018
,Nepal,,4.88,0.425,1.228,0.539,0.526,0.078,0.302,,NPL,70.478,-0.845736,12030,30800,8330,28095712,0.775571916,4.29,32.8185,-26.29884294,2018
,Venezuela,,4.806,0.996,1.469,0.657,0.133,0.052,0.056,,VEN,72.128,-1.3992832,138160,72340,13540,28887117,1.362592871,0.64999998,4.972499847,-8.174776043,2018
,Gabon,,4.758,1.036,1.164,0.404,0.356,0.052,0.032,,GAB,66.187,-1.6017254,4610,1120,430,2119275,0.512109224,1.7,13.005,-8.261705858,2018
,South Africa,,4.724,0.94,1.41,0.33,0.516,0.056,0.103,,ZAF,63.857,-1.7624532,433250,45140,18820,57792520,0.839370776,1.61,12.3165,-12.10056337,2018
,Iran,,4.707,1.059,0.771,0.691,0.459,0.129,0.282,,IRN,76.479,-2.2408347,629290,149690,37580,81800204,1.267559374,1.13,8.6445,-13.19825171,2018
,Ghana,,4.657,0.592,0.896,0.337,0.499,0.029,0.212,,GHA,63.78,-2.187654,16110,21350,5790,29767108,0.510286947,0.79000002,6.043500153,-5.27157324,2018
,Senegal,,4.631,0.429,1.117,0.433,0.406,0.082,0.138,,SEN,67.665,-2.4968385,9860,10750,7820,15854324,1.127894689,0.029999999,0.229499992,-2.755690323,2018
,Laos,,4.623,0.72,1.034,0.441,0.626,0.174,0.23,,LAO,67.61,-2.548897,18790,7610,2740,7061498,0.978727837,1.85,14.1525,-16.40034271,2018
,Tunisia,,4.592,0.9,0.906,0.69,0.271,0.063,0.04,,TUN,76.505,-3.121404,29980,6420,3320,11565203,0.694091511,0.31999999,2.447999924,-4.820539967,2018
,Albania,,4.586,0.916,0.817,0.79,0.419,0.032,0.149,,ALB,78.458,-3.2481612,5560,3160,1100,2866376,0.968497327,0.85000002,6.502500153,-9.545815216,2018
,Sierra Leone,,4.571,0.256,0.813,0,0.355,0.053,0.238,,SLE,54.309,-2.3298561,1020,4610,1410,7650149,0.47010268,0.63999999,4.895999924,-4.631478787,2018
,Bangladesh,,4.5,0.532,0.85,0.579,0.58,0.144,0.153,,BGD,72.32,-3.616,82760,83790,29240,161376713,0.454380997,7.0700002,54.08550153,-28.19142409,2018
,Sri Lanka,,4.471,0.918,1.314,0.672,0.585,0.05,0.307,,LKA,76.812,-4.0633548,21630,10030,2240,21670000,0.287492932,1.48,11.322,-7.318349776,2018
,Iraq,,4.456,1.01,0.971,0.536,0.304,0.095,0.148,,IRQ,70.454,-3.8326976,188140,16750,5420,38433604,0.388351633,2.0899999,15.98849923,-10.04185739,2018
,Mali,,4.447,0.37,1.233,0.152,0.367,0.056,0.139,,MLI,58.893,-3.2567829,5620,23290,13820,19077755,1.684097577,0.1,0.765,-4.545117546,2018
,Namibia,,4.441,0.874,1.281,0.365,0.519,0.064,0.051,,NAM,63.373,-3.5425507,4250,4510,2870,2448300,2.714863492,0.91000003,6.961500229,-22.44207352,2018
,Cambodia,,4.433,0.549,1.088,0.457,0.696,0.065,0.256,,KHM,69.57,-3.944619,11160,20310,5160,16249795,0.842881205,1.26,9.639,-12.06915094,2018
,Burkina Faso,,4.424,0.314,1.097,0.254,0.312,0.128,0.175,,BFA,61.174,-3.5236224,4270,15600,9850,19751466,1.152318335,0.34999999,2.677499924,-6.608954655,2018
,Egypt,,4.419,0.885,1.025,0.553,0.312,0.107,0.092,,EGY,71.825,-4.1730325,246260,56870,22320,98423602,0.571029655,1.1900001,9.103500765,-9.371401399,2018
,Mozambique,,4.417,0.198,0.902,0.173,0.531,0.158,0.206,,MOZ,60.163,-3.5075029,6640,16850,10700,29496009,0.838212069,0.87,6.6555,-9.086223327,2018
,Kenya,,4.41,0.493,1.048,0.454,0.504,0.055,0.352,,KEN,66.342,-3.914178,18400,40250,18330,51392570,0.856323799,1.0700001,8.185500765,-10.92361711,2018
,Zambia,,4.377,0.562,1.047,0.295,0.503,0.082,0.221,,ZMB,63.51,-3.956673,7740,17870,14460,17351714,1.885213674,1.41,10.7865,-24.29153029,2018
,Mauritania,,4.356,0.557,1.245,0.292,0.129,0.093,0.134,,MRT,64.704,-4.1669376,4000,6830,3220,4403312,1.749164222,0,0,-4.1669376,2018
,Ethiopia,,4.35,0.308,0.95,0.391,0.452,0.146,0.22,,ETH,66.24,-4.3056,16280,103110,52160,109224410,1.129562305,1.0700001,8.185500765,-13.55163311,2018
,Georgia,,4.34,0.853,0.592,0.643,0.375,0.215,0.038,,GEO,73.6,-4.8576,9460,5210,2090,3726549,1.3833241,0.80000001,6.120000076,-13.3235436,2018
,Armenia,,4.321,0.816,0.99,0.666,0.26,0.028,0.077,,ARM,74.945,-5.0887655,5550,2430,1170,2951741,0.954974039,1.29,9.8685,-14.51292681,2018
,Myanmar,,4.308,0.682,1.174,0.429,0.58,0.178,0.598,,MMR,66.867,-4.6271964,32520,65790,21340,53708318,1.005108992,2.49,19.0485,-23.77301503,2018
,Chad,,4.301,0.358,0.907,0.053,0.189,0.06,0.181,,TCD,53.977,-3.7729923,1070,53990,24920,15477727,3.848532401,0.63,4.8195,-22.32099421,2018
,Congo (Kinshasa),,4.245,0.069,1.136,0.204,0.312,0.052,0.197,,COD,60.368,-4.557784,2200,38620,15790,84068092,0.456486113,2.6800001,20.50200077,-13.91666264,2018
,India,,4.19,0.721,0.747,0.485,0.539,0.093,0.172,,IND,69.416,-5.622696,2434520,666510,253790,1352642283,0.472706112,4.75,36.3375,-22.79965433,2018
,Niger,,4.166,0.131,0.867,0.221,0.39,0.099,0.175,,NER,62.024,-5.1728016,2290,29860,12250,22442831,1.326120027,0.58999997,4.513499771,-11.15824404,2018
,Uganda,,4.161,0.322,1.09,0.237,0.45,0.061,0.259,,UGA,62.973,-5.2834347,6130,33250,15460,42729032,0.864901737,1.83,13.9995,-17.39162656,2018
,Benin,,4.141,0.378,0.372,0.24,0.44,0.067,0.163,,BEN,61.47,-5.280273,7910,5530,2930,11485035,0.604304876,1.15,8.7975,-10.59664515,2018
,Sudan,,4.139,0.605,1.24,0.312,0.016,0.082,0.134,,SDN,65.095,-5.6046795,20200,58850,29610,41801532,1.67830993,0.47,3.5955,-11.63904285,2018
,Ukraine,,4.103,0.793,1.413,0.609,0.163,0.011,0.187,,UKR,71.58268293,-6.420966659,185370,62950,25310,44622518,1.409230484,0.94999999,7.267499923,-16.66254909,2018
,Togo,,3.999,0.259,0.474,0.253,0.434,0.101,0.158,,TGO,60.76,-6.082076,2260,3450,1870,7889095,0.557684286,0.98000002,7.497000153,-10.26303518,2018
,Guinea,,3.964,0.344,0.792,0.211,0.394,0.094,0.185,,GIN,61.185,-6.338766,3120,17830,6590,12414292,1.310810241,0.52999997,4.054499771,-11.65344582,2018
,Lesotho,,3.808,0.472,1.215,0.079,0.423,0.112,0.116,,LSO,53.705,-6.401636,2570,2320,820,2108327,0.974147442,1.74,13.311,-19.3685126,2018
,Angola,,3.795,0.73,1.125,0.269,0,0.061,0.079,,AGO,60.782,-7.324231,27340,35520,16440,30809787,1.280825355,1.35,10.3275,-20.55195485,2018
,Madagascar,,3.774,0.262,0.908,0.402,0.221,0.049,0.155,,MDG,66.681,-8.1750906,3370,17470,8770,26262313,0.790755399,0.36000001,2.754000077,-10.35283103,2018
,Zimbabwe,,3.692,0.357,1.094,0.248,0.406,0.099,0.132,,ZWE,61.195,-8.004306,12270,11850,6470,14438812,1.055482995,1.0700001,8.185500765,-16.64396286,2018
,Afghanistan,,3.632,0.332,0.537,0.255,0.085,0.036,0.191,,AFG,64.486,-8.8216848,7440,81510,8960,37171922,0.813297416,0.85000002,6.502500153,-14.11015137,2018
,Botswana,,3.59,1.017,1.174,0.417,0.557,0.092,0.042,,BWA,69.275,-9.767775,8210,4560,3160,2254067,3.231884399,0.88,6.732,-31.52482078,2018
,Malawi,,3.587,0.186,0.541,0.306,0.531,0.08,0.21,,MWI,63.798,-9.0146574,1570,11020,4970,18143215,0.657247794,1.24,9.486,-15.24930997,2018
,Haiti,,3.582,0.315,0.714,0.289,0.025,0.104,0.392,,HTI,63.66,-9.026988,3330,4730,1600,11123183,0.361840209,0.31,2.3715,-9.885092056,2018
,Liberia,,3.495,0.076,0.858,0.267,0.419,0.03,0.206,,LBR,63.73,-9.591365,1320,6210,1370,4818976,0.776285439,0.55000001,4.207500077,-12.85758604,2018
,Syria,,3.462,0.689,0.382,0.539,0.088,0.144,0.376,,SYR,71.779,-11.0396102,27910,12770,3210,16945062,0.512282234,1.47,11.2455,-16.80048006,2018
,Rwanda,,3.408,0.332,0.896,0.4,0.636,0.444,0.2,,RWA,68.7,-10.93704,1080,2910,1960,12301969,0.36604097,2.4200001,18.51300077,-17.71355676,2018
,Tanzania,,3.303,0.455,0.991,0.381,0.481,0.097,0.27,,TZA,65.015,-11.0330455,11580,62650,30340,56313444,1.281326286,1.0599999,8.108999235,-21.42331937,2018
,South Sudan,,3.254,0.337,0.608,0.177,0.112,0.106,0.224,,SSD,57.604,-10.0576584,1380,34170,23010,10975924,4.809585302,0.88999999,6.808499923,-42.80371956,2018
,Central African Republic,,3.083,0.024,0,0.01,0.305,0.038,0.218,,CAF,52.805,-10.1227185,330,23200,32110,4666375,15.04368841,2.1900001,16.75350077,-262.1571639,2018
,Burundi,,2.905,0.091,0.627,0.145,0.065,0.076,0.149,,BDI,61.247,-12.8312465,590,2140,2360,11175379,0.467516648,2.29,17.5185,-21.0214369,2018
